Rank,track_name,artist_name,album_name,artist_genres,track_popularity,artist_popularity,mood_danceability,mood_valence,mood_energy,mood_tempo,prop_loudness,prop_speechiness,prop_instrumentalness,context_liveness,context_acousticness
29,Story of My Life,One Direction,Midnight Memories (Deluxe),"['boy band', 'pop', 'post-teen pop', 'talent show']",80,89,0.6,0.286,0.663,121.07,-5.802,0.0477,0.0,0.119,0.225
30,Rather Be (feat. Jess Glynne),Clean Bandit,Rather Be (feat. Jess Glynne),"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",72,81,0.799,0.549,0.586,120.97,-6.735,0.0377,2.03e-06,0.193,0.162
31,Ugly Heart,G.R.L.,G.R.L.,"['dance pop', 'girl group', 'post-teen pop']",64,62,0.65,0.446,0.786,124.96,-5.488,0.0463,0.0,0.323,0.019
32,Riptide,Vance Joy,Dream Your Life Away,"['folk-pop', 'modern rock', 'pop', 'pop rock']",80,80,0.484,0.51,0.731,101.654,-6.694,0.0379,0.0,0.151,0.431
33,Break Free,Ariana Grande,My Everything (Deluxe),"['dance pop', 'pop']",0,93,0.687,0.284,0.702,129.956,-5.324,0.0455,4.35e-05,0.204,0.0064
34,A Sky Full of Stars,Coldplay,Ghost Stories,"['permanent wave', 'pop']",80,92,0.545,0.162,0.675,124.97,-6.474,0.0279,0.00197,0.209,0.00617
35,Sugar,Maroon 5,V (Deluxe),"['pop', 'pop rock']",0,90,0.744,0.885,0.783,120.042,-7.077,0.0337,0.0,0.086,0.0553
36,Bang Bang,Jessie J,Sweet Talker (Deluxe Version),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",77,76,0.706,0.751,0.786,150.028,-3.417,0.091,0.0,0.38,0.26
37,Best Day Of My Life,American Authors,"Oh, What A Life","['indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock']",78,71,0.673,0.538,0.902,100.012,-2.392,0.0346,0.000262,0.0558,0.0591
38,Don't,Ed Sheeran,x (Deluxe Edition),"['pop', 'uk pop']",72,96,0.806,0.849,0.608,95.049,-7.008,0.0659,0.0,0.635,0.0113
39,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,Clarity (Deluxe),"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']",62,80,0.596,0.461,0.738,127.961,-3.109,0.0411,0.0,0.0947,0.109
40,Heroes (we could be),Alesso,Heroes (we could be),"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']",52,80,0.521,0.352,0.754,125.876,-4.144,0.0634,0.0,0.239,0.0373
41,Problem,Ariana Grande,My Everything (Deluxe),"['dance pop', 'pop']",73,93,0.66,0.625,0.805,103.008,-5.352,0.153,8.83e-06,0.159,0.0192
42,Boom Clap,Charli XCX,Boom Clap,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk pop']",48,83,0.659,0.576,0.911,91.999,-2.28,0.0786,0.000304,0.191,0.154
43,Burn,Ellie Goulding,Halcyon Days,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",70,81,0.559,0.329,0.777,87.016,-5.031,0.0432,0.0,0.105,0.31
44,Jealous - Remix,Nick Jonas,Jealous (Remix),"['dance pop', 'pop', 'post-teen pop']",0,70,0.685,0.504,0.709,93.047,-3.578,0.0748,0.0,0.452,0.0132
45,Talking Body,Tove Lo,Queen Of The Clouds,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",66,79,0.736,0.114,0.761,119.999,-5.449,0.0338,0.0,0.0823,0.0966
46,Trumpets,Jason Derulo,Tattoos (Deluxe Edition),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",52,85,0.627,0.64,0.703,81.897,-4.884,0.236,0.0,0.0962,0.563
47,Latch,Disclosure,Settle (Special Edition),"['edm', 'house', 'pop', 'uk dance']",74,78,0.503,0.521,0.727,121.985,-5.456,0.167,9.45e-05,0.0895,0.0159
48,Blame (feat. John Newman),Calvin Harris,Motion,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",75,87,0.414,0.348,0.857,128.024,-4.078,0.0808,0.00574,0.343,0.0287
49,The Heart Wants What It Wants,Selena Gomez,For You,"['dance pop', 'pop', 'post-teen pop']",58,86,0.616,0.621,0.789,83.066,-4.874,0.0377,0.0,0.142,0.053
50,Amnesia,5 Seconds of Summer,5 Seconds Of Summer,"['boy band', 'dance pop', 'pop', 'post-teen pop']",66,84,0.594,0.101,0.497,101.668,-5.26,0.0303,0.0,0.162,0.0343
51,Photograph,Ed Sheeran,x (Deluxe Edition),"['pop', 'uk pop']",83,96,0.614,0.201,0.379,107.989,-10.48,0.0476,0.000464,0.0986,0.607
52,Black Widow,Iggy Azalea,The New Classic,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']",67,75,0.743,0.519,0.72,163.99,-3.753,0.124,0.000386,0.109,0.192
53,Superheroes,The Script,No Sound Without Silence,"['celtic rock', 'dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rock']",73,78,0.49,0.64,0.885,166.996,-4.121,0.0396,0.0,0.0741,0.00218
54,Cool Kids,Echosmith,Talking Dreams (Deluxe Edition),"['dance pop', 'indie poptimism', 'pop rock']",71,63,0.719,0.786,0.671,130.027,-6.279,0.0336,8.21e-06,0.12,0.0372
55,Don't Tell 'Em,Jeremih,Late Nights: The Album,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",74,80,0.856,0.386,0.527,98.052,-5.225,0.0997,0.0,0.11,0.392
56,I Will Never Let You Down,Rita Ora,I Will Never Let You Down,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",65,79,0.753,0.794,0.801,128.011,-3.215,0.0296,0.0,0.128,0.403
57,Talk Dirty (feat. 2 Chainz),Jason Derulo,Tattoos (Deluxe Edition),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",56,85,0.76,0.759,0.652,100.315,-7.321,0.232,0.0,0.307,0.0348
58,Little Do You Know,Alex & Sierra,It's About Us,"['neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",75,65,0.5,0.37,0.292,145.879,-8.554,0.0323,0.0,0.188,0.746
59,Ain't It Fun,Paramore,Paramore,"['candy pop', 'pixie', 'pop emo', 'pop punk']",72,81,0.61,0.673,0.893,104.031,-3.681,0.0921,4.41e-05,0.021,0.154
60,Anaconda,Nicki Minaj,The Pinkprint (International Deluxe Explicit),"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",65,90,0.964,0.646,0.605,129.994,-6.223,0.179,7.78e-06,0.214,0.0668
61,Geronimo,Sheppard,Geronimo,"['australian indie', 'australian pop', 'dance pop', 'folk-pop', 'modern rock', 'pop', 'pop dance', 'pop rock', 'tropical house']",0,67,0.707,0.437,0.771,142.016,-6.275,0.0783,0.0013,0.115,0.434
62,Wasted,Ti??sto,Wasted,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",0,87,0.645,0.375,0.832,112.028,-5.595,0.0294,0.00264,0.199,0.00106
63,Nobody To Love - Radio Edit,Sigma,Nobody To Love,"['dance pop', 'dancefloor dnb', 'drum and bass', 'house', 'pop dance', 'tropical house', 'uk dance']",62,66,0.441,0.182,0.921,175.001,-3.32,0.0436,6.34e-06,0.177,0.000526
64,Wrapped Up (feat. Travie McCoy),Olly Murs,Never Been Better (Deluxe),"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",0,71,0.787,0.947,0.848,121.989,-4.696,0.0549,0.0,0.15,0.0915
65,Not a Bad Thing,Justin Timberlake,The 20/20 Experience - 2 of 2 (Deluxe),"['dance pop', 'pop']",55,83,0.308,0.109,0.563,85.901,-9.169,0.0719,4.58e-06,0.134,0.527
66,Ghost,Ella Henderson,Chapter One (Deluxe Version),"['dance pop', 'pop', 'pop dance', 'talent show', 'tropical house', 'uk pop']",62,77,0.68,0.468,0.84,104.975,-3.823,0.0414,8.66e-06,0.143,0.0457
67,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),"['dance pop', 'hip hop', 'hip pop', 'pop r&b', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",54,66,0.733,0.701,0.676,97.448,-5.655,0.0432,0.0,0.208,0.0697
68,Hey Brother,Avicii,True,"['dance pop', 'edm', 'pop', 'pop dance']",2,85,0.545,0.458,0.78,125.014,-4.867,0.0436,4.64e-05,0.0828,0.0309
69,Somebody,Natalie La Rose,Somebody,[],66,56,0.83,0.735,0.52,104.99,-8.714,0.0376,1.25e-05,0.0656,0.000792
70,2 On (feat. ScHoolboy Q),Tinashe,Aquarius,"['alternative r&b', 'dance pop', 'electropop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",71,75,0.742,0.431,0.595,101.013,-7.51,0.107,0.0,0.111,0.15
71,Stolen Dance,Milky Chance,Sadnecessary,['german pop'],73,77,0.885,0.728,0.581,114.016,-8.813,0.0378,0.000204,0.0759,0.427
72,Red Lights,Ti??sto,Red Lights,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",0,87,0.653,0.545,0.829,124.989,-4.783,0.0377,1.5e-06,0.225,0.000739
73,I'm Not The Only One,Sam Smith,In The Lonely Hour,"['dance pop', 'pop', 'uk pop']",80,86,0.677,0.493,0.485,82.001,-5.795,0.0361,2.04e-05,0.0766,0.529
74,Thinking out Loud,Ed Sheeran,x (Deluxe Edition),"['pop', 'uk pop']",81,96,0.781,0.591,0.445,78.998,-6.061,0.0295,0.0,0.184,0.474
75,Loyal (feat. Lil Wayne & Tyga),Chris Brown,X (Expanded Edition),"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",72,90,0.841,0.616,0.522,99.059,-5.963,0.049,1.37e-06,0.188,0.0168
76,Waves - Robin Schulz Radio Edit,Mr. Probz,Waves (Robin Schulz Radio Edit),"['dutch hip hop', 'tropical house']",2,69,0.829,0.45,0.51,119.993,-9.334,0.0369,0.0014,0.0829,0.00821
77,My Love (feat. Jess Glynne),Route 94,My Love (feat. Jess Glynne),"['deep groove house', 'house', 'pop dance', 'uk dance']",72,62,0.814,0.726,0.622,119.976,-7.573,0.0492,0.72,0.0658,0.000132
78,Bailando - Spanish Version,Enrique Iglesias,SEX AND LOVE (Deluxe Edition),"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",66,81,0.718,0.96,0.792,90.949,-3.519,0.105,3.65e-06,0.0399,0.0467
79,Under Control (feat. Hurts),Calvin Harris,Motion,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",71,87,0.544,0.51,0.915,126.094,-3.405,0.0841,0.000914,0.115,0.129
80,Jealous,Labrinth,Jealous,"['indie poptimism', 'pop']",2,88,0.439,0.104,0.153,116.76,-8.95,0.0479,0.0,0.107,0.874
81,Na Na,Trey Songz,Trigga Reloaded,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",62,76,0.67,0.235,0.476,96.975,-6.253,0.0406,0.0,0.104,0.328
82,Let It Go - From Frozen/Soundtrack Version,Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),"['hollywood', 'show tunes']",73,74,0.543,0.371,0.485,136.961,-6.85,0.0305,0.0,0.12,0.558
83,Elastic Heart,Sia,1000 Forms Of Fear,"['australian dance', 'australian pop', 'pop']",69,88,0.421,0.499,0.791,130.075,-4.998,0.0496,1.48e-05,0.146,0.0117
84,You Know You Like It,DJ Snake,You Know You Like It,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",69,82,0.407,0.247,0.725,196.093,-5.346,0.188,2.46e-06,0.306,0.0141
85,Sing,Ed Sheeran,x (Deluxe Edition),"['pop', 'uk pop']",69,96,0.818,0.939,0.67,119.988,-4.451,0.0472,1.22e-06,0.0601,0.304
86,Bed Of Lies,Nicki Minaj,The Pinkprint (International Deluxe Explicit),"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",53,90,0.716,0.124,0.67,86.01,-5.779,0.194,0.0,0.109,0.251
87,Show Me (feat. Chris Brown),Kid Ink,My Own Lane (Expanded Edition),"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",68,73,0.711,0.663,0.508,98.098,-7.299,0.0502,0.0,0.141,0.0355
88,Gecko (Overdrive) - Radio Edit,Oliver Heldens,Gecko (Overdrive),"['dance pop', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",67,73,0.609,0.76,0.885,124.959,-5.469,0.0642,1.15e-05,0.336,0.00521
89,Collard Greens,ScHoolboy Q,Oxymoron (Deluxe),"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",0,78,0.826,0.666,0.571,153.972,-4.871,0.064,7.38e-06,0.207,0.0239
90,Drunk in Love (feat. Jay-Z),Beyonc??,BEYONC?? [Platinum Edition],"['dance pop', 'pop', 'r&b']",69,87,0.589,0.401,0.621,140.03,-6.902,0.0468,0.00104,0.181,0.00969
91,Bad (feat. Vassy) - Radio Edit,David Guetta,Lovers on the Sun EP,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",44,91,0.614,0.411,0.972,127.966,-3.927,0.088,0.0186,0.328,0.00125
92,New Flame (feat. Usher & Rick Ross),Chris Brown,X (Expanded Edition),"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",67,90,0.702,0.446,0.629,141.967,-4.292,0.041,0.0,0.0963,0.0506
93,Say Something,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock', 'viral pop']",69,68,0.407,0.0765,0.147,141.284,-8.822,0.0355,2.89e-06,0.0913,0.857
94,Budapest,George Ezra,Wanted on Voyage,"['folk-pop', 'modern rock', 'neo-singer-songwriter', 'pop', 'pop rock']",3,78,0.714,0.406,0.451,127.787,-8.268,0.0276,0.0,0.108,0.0883
95,Wiggle (feat. Snoop Dogg),Jason Derulo,Tattoos (Deluxe Edition),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",65,85,0.697,0.721,0.621,81.946,-6.886,0.25,0.0,0.162,0.0802
96,High (feat. Nicole Millar),Peking Duk,High (feat. Nicole Millar),"['aussietronica', 'australian electropop', 'australian pop', 'edm']",48,60,0.525,0.383,0.803,100.094,-4.052,0.0492,0.000868,0.29,0.00129
97,#SELFIE - Original Mix,The Chainsmokers,#SELFIE,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0,86,0.789,0.66,0.915,127.955,-3.263,0.248,8.77e-06,0.0818,0.0135
98,Love Runs Out,OneRepublic,Native,"['dance pop', 'piano rock', 'pop', 'pop rock']",59,86,0.719,0.738,0.935,120.022,-3.752,0.0589,0.0,0.0973,0.167
99,I Got U,Duke Dumont,I Got U,"['destroy techno', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house']",67,70,0.636,0.463,0.761,120.837,-7.752,0.035,0.00784,0.0851,0.00377
100,Jubel - Radio Edit,Klingande,Jubel (Radio Edit),"['deep house', 'deep tropical house', 'edm', 'pop dance', 'tropical house']",50,66,0.686,0.0951,0.524,124.938,-7.251,0.0343,0.0569,0.14,0.649
1,Uptown Funk (feat. Bruno Mars),Mark Ronson,Uptown Special,"['dance pop', 'pop']",81,80,0.856,0.928,0.609,114.988,-7.223,0.0824,8.15e-05,0.0344,0.00801
2,Thinking out Loud,Ed Sheeran,x (Deluxe Edition),"['pop', 'uk pop']",81,96,0.781,0.591,0.445,78.998,-6.061,0.0295,0.0,0.184,0.474
3,See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,88,0.689,0.283,0.481,80.025,-7.503,0.0815,1.03e-06,0.0649,0.369
4,What Do You Mean?,Justin Bieber,Purpose (Deluxe),"['canadian pop', 'pop']",77,96,0.845,0.793,0.567,125.02,-8.118,0.0956,0.00142,0.0811,0.59
5,Lean On (feat. M?? & DJ Snake),Major Lazer,Peace Is The Mission : Extended,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",73,79,0.723,0.274,0.809,98.007,-3.081,0.0625,0.00123,0.565,0.00346
6,Earned It (Fifty Shades Of Grey) - From The Fifty Shades Of Grey Soundtrack,The Weeknd,Earned It (Fifty Shades Of Grey) [From The Fifty Shades Of Grey Soundtrack],"['canadian contemporary r&b', 'canadian pop', 'pop']",75,97,0.659,0.426,0.381,119.844,-5.922,0.0304,0.0,0.0972,0.385
7,Love Me Like You Do - From Fifty Shades Of Grey,Ellie Goulding,Delirium (Deluxe),"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",78,81,0.262,0.275,0.606,189.857,-6.646,0.0484,0.0,0.125,0.247
8,Wildest Dreams,Taylor Swift,1989,['pop'],78,98,0.553,0.467,0.664,140.06,-7.417,0.0741,0.0056,0.106,0.0709
9,Like I Can,Sam Smith,In The Lonely Hour,"['dance pop', 'pop', 'uk pop']",79,86,0.656,0.481,0.627,99.933,-6.627,0.0379,2.17e-05,0.124,0.343
10,One Last Time,Ariana Grande,My Everything (Deluxe),"['dance pop', 'pop']",78,93,0.628,0.104,0.593,125.026,-5.036,0.0323,1.65e-06,0.096,0.093
11,Blank Space,Taylor Swift,1989 (Deluxe),['pop'],82,98,0.76,0.57,0.703,95.997,-5.412,0.054,0.0,0.0913,0.103
12,Perfect,One Direction,Made In The A.M. (Deluxe Edition),"['boy band', 'pop', 'post-teen pop', 'talent show']",76,89,0.647,0.396,0.823,99.933,-5.231,0.0762,0.0,0.119,0.0598
13,Locked Away (feat. Adam Levine),R. City,What Dreams Are Made Of,"['reggae fusion', 'virgin islands reggae']",76,67,0.509,0.55,0.671,118.413,-5.709,0.0678,0.0,0.0452,0.304
14,Stitches,Shawn Mendes,Handwritten,"['canadian pop', 'dance pop', 'pop', 'viral pop']",78,90,0.746,0.746,0.754,149.882,-6.684,0.0676,0.0,0.0486,0.0152
15,Black Magic,Little Mix,Get Weird (Deluxe),"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",1,84,0.777,0.843,0.896,111.987,-4.467,0.0619,0.0,0.317,0.0352
16,Time of Our Lives,Pitbull,Globalization,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",80,87,0.721,0.724,0.802,124.022,-5.797,0.0583,0.0,0.694,0.0921
17,Cool for the Summer,Demi Lovato,Cool for the Summer,"['dance pop', 'pop', 'post-teen pop']",0,85,0.586,0.319,0.613,114.101,-5.593,0.0386,0.000183,0.0853,0.00441
18,Drag Me Down,One Direction,Made In The A.M. (Deluxe Edition),"['boy band', 'pop', 'post-teen pop', 'talent show']",79,89,0.73,0.595,0.703,138.113,-5.672,0.0369,0.0,0.0657,0.109
19,Bad Blood,Taylor Swift,Bad Blood,['pop'],70,98,0.654,0.221,0.655,170.16,-7.388,0.106,0.0,0.139,0.0294
20,The Nights,Avicii,The Days / Nights,"['dance pop', 'edm', 'pop', 'pop dance']",84,85,0.527,0.654,0.835,125.983,-5.298,0.0433,0.0,0.249,0.0166
21,Lush Life,Zara Larsson,Lush Life,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",0,79,0.658,0.789,0.741,98.024,-2.86,0.0536,0.0,0.189,0.141
22,YOUTH,Troye Sivan,YOUTH,"['australian pop', 'dance pop', 'electropop', 'pop', 'viral pop']",0,83,0.627,0.608,0.749,91.522,-4.453,0.0415,0.0,0.0763,0.0526
23,Outside (feat. Ellie Goulding),Calvin Harris,Motion,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",78,87,0.646,0.418,0.823,128.035,-4.123,0.0394,0.0,0.322,0.213
24,Style,Taylor Swift,1989 (Deluxe),['pop'],77,98,0.588,0.487,0.791,94.933,-5.595,0.0402,0.00258,0.118,0.00245
25,Dear Future Husband,Meghan Trainor,Title (Deluxe),"['dance pop', 'hip pop', 'pop', 'post-teen pop']",72,80,0.655,0.832,0.782,79.427,-4.789,0.185,0.0,0.317,0.375
26,Never Forget You,Zara Larsson,So Good,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",73,79,0.583,0.276,0.732,145.992,-5.728,0.0457,9.86e-06,0.269,0.00312
27,Love Yourself,Justin Bieber,Purpose (Deluxe),"['canadian pop', 'pop']",0,96,0.609,0.515,0.378,100.418,-9.828,0.438,0.0,0.28,0.835
28,Love Me Harder,Ariana Grande,My Everything (Deluxe),"['dance pop', 'pop']",74,93,0.472,0.24,0.714,98.992,-4.389,0.0334,0.0,0.0764,0.00937
29,Waiting For Love,Avicii,Stories,"['dance pop', 'edm', 'pop', 'pop dance']",79,85,0.579,0.613,0.736,127.999,-3.863,0.0527,0.0,0.198,0.31
30,Shut Up and Dance,WALK THE MOON,TALKING IS HARD,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",81,73,0.578,0.619,0.866,128.038,-3.804,0.0619,0.0,0.257,0.00701
31,Love Myself,Hailee Steinfeld,HAIZ,"['dance pop', 'pop', 'post-teen pop']",0,76,0.616,0.343,0.765,122.916,-6.75,0.078,0.0,0.149,0.0029
32,Electric Love,B??RNS,Electric Love,"['modern rock', 'pop']",0,73,0.373,0.605,0.858,120.063,-6.536,0.0889,0.0016,0.256,0.00407
33,I Really Like You,Carly Rae Jepsen,Emotion (Deluxe),"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",45,75,0.622,0.599,0.808,122.121,-4.701,0.0418,5.63e-05,0.215,0.00543
34,Do It Again,Pia Mia,Do It Again,"['dance pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'social media pop', 'urban contemporary']",72,67,0.712,0.411,0.564,95.95,-6.527,0.047,0.0,0.0874,0.0266
35,Same Old Love,Selena Gomez,Revival (Deluxe),"['dance pop', 'pop', 'post-teen pop']",69,86,0.672,0.438,0.593,98.02,-4.01,0.0304,0.0,0.214,0.0223
36,Sorry,Justin Bieber,Purpose (Deluxe),"['canadian pop', 'pop']",80,96,0.654,0.41,0.76,99.945,-3.669,0.045,0.0,0.299,0.0797
37,The Hills,The Weeknd,Beauty Behind The Madness,"['canadian contemporary r&b', 'canadian pop', 'pop']",83,97,0.585,0.137,0.564,113.003,-7.063,0.0515,0.0,0.135,0.0671
38,Send My Love (To Your New Lover),Adele,25,"['british soul', 'pop', 'pop soul', 'uk pop']",1,90,0.688,0.565,0.532,164.068,-8.361,0.0875,3.08e-06,0.172,0.0356
39,Talking Body,Tove Lo,Queen Of The Clouds,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",66,79,0.736,0.114,0.761,119.999,-5.449,0.0338,0.0,0.0823,0.0966
40,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title (Deluxe),"['dance pop', 'hip pop', 'pop', 'post-teen pop']",77,80,0.63,0.417,0.53,108.038,-7.259,0.0434,0.0,0.177,0.4
41,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",75,91,0.596,0.525,0.73,85.979,-4.091,0.151,0.0,0.325,0.24
42,Flashlight - From Pitch Perfect 2 Soundtrack,Jessie J,Flashlight (From Pitch Perfect 2 Soundtrack),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",0,76,0.458,0.417,0.623,147.635,-7.109,0.0505,5.08e-06,0.11,0.322
43,Fight Song,Rachel Platten,Wildfire,"['dance pop', 'neo mellow', 'pop', 'pop rock']",76,67,0.564,0.33,0.714,175.924,-4.987,0.129,0.0,0.155,0.0549
44,Daddy Issues,The Neighbourhood,Wiped Out!,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",85,89,0.588,0.337,0.521,85.012,-9.461,0.0329,0.149,0.123,0.0678
45,Worth It (feat. Kid Ink),Fifth Harmony,Reflection (Deluxe),"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",73,73,0.884,0.594,0.765,99.987,-3.865,0.0882,7.04e-06,0.118,0.063
46,When We Were Young,Adele,25,"['british soul', 'pop', 'pop soul', 'uk pop']",2,90,0.377,0.264,0.595,144.464,-5.936,0.0489,0.0,0.095,0.303
47,Lips Are Movin,Meghan Trainor,Title (Deluxe),"['dance pop', 'hip pop', 'pop', 'post-teen pop']",70,80,0.775,0.95,0.825,139.091,-5.402,0.0464,1.03e-06,0.111,0.0506
48,Please Don't Go,Joel Adams,Please Don't Go,"['australian pop', 'pop soul']",70,60,0.513,0.235,0.768,84.264,-4.868,0.0587,1.94e-05,0.294,0.0118
